Flip Percentage,Metric,Before Mean,Before SE,After Mean,After SE
0.0,Independence (M_ind),0.03481,0.00994941036778897,0.00152,0.0011466666666666665
5.0,Independence (M_ind),0.032810000000000006,0.010013518085290725,7e-05,7e-05
10.0,Independence (M_ind),0.031470000000000005,0.009150106860335322,0.0,0.0
15.0,Independence (M_ind),0.03182,0.009330044658699835,0.0,0.0
20.0,Independence (M_ind),0.03395,0.008622338558779875,0.0010500000000000002,0.00105
25.0,Independence (M_ind),0.038740000000000004,0.007638749170439418,0.00499,0.0049900000000000005
30.0,Independence (M_ind),0.050260000000000006,0.00781443393841024,0.00041999999999999996,0.00042
35.0,Independence (M_ind),0.07399999999999998,0.010859220352615866,0.0,0.0
40.0,Independence (M_ind),0.15660000000000002,0.02982461697621241,0.00633,0.002459270442857213
45.0,Independence (M_ind),0.30282000000000003,0.046110403260965833,0.07250000000000001,0.014182790823937145
50.0,Independence (M_ind),0.5075099999999999,0.04616172163648627,0.14237,0.017865161939123617
55.00000000000001,Independence (M_ind),0.64049,0.03475408992718219,0.18667,0.023741384636209503
60.0,Independence (M_ind),0.74817,0.023432574904748878,0.23506,0.028170505458329602
65.0,Independence (M_ind),0.83703,0.018683040735145633,0.44306999999999996,0.023398599435768698
70.0,Independence (M_ind),0.90122,0.016407767808097613,0.58556,0.020683569431905222
0.0,Separation (M_sep),0.08895,0.01927911506728921,0.0081,0.006111628260946505
5.0,Separation (M_sep),0.09046,0.02104802022888508,0.00128,0.0012799999999999997
10.0,Separation (M_sep),0.09389,0.020926036148513384,0.0,0.0
15.0,Separation (M_sep),0.09876,0.021246956383340076,0.0,0.0
20.0,Separation (M_sep),0.10798,0.01887739271074148,0.00545,0.00545
25.0,Separation (M_sep),0.10988,0.01750088124765277,0.026240000000000003,0.026239999999999996
30.0,Separation (M_sep),0.12833999999999998,0.0157198897366786,0.0027,0.0026999999999999993
35.0,Separation (M_sep),0.16186,0.01905449611567365,0.0,0.0
40.0,Separation (M_sep),0.2707400000000001,0.04569214179946287,0.040040000000000006,0.01501739879828283
45.0,Separation (M_sep),0.49747,0.07102803836044842,0.2978,0.03392877507039973
50.0,Separation (M_sep),0.81124,0.07111192461340236,0.40007000000000004,0.039850565449773306
55.00000000000001,Separation (M_sep),1.02536,0.05789997543657126,0.46898999999999996,0.05347245282489958
60.0,Separation (M_sep),1.24401,0.05687347839234421,0.46715,0.05123497774415877
65.0,Separation (M_sep),1.45901,0.057155506102017646,0.76422,0.049111745144222986
70.0,Separation (M_sep),1.65322,0.057684676956324836,0.99366,0.0471394814472021
0.0,Sufficiency (M_suff),0.08898999999999999,0.016650455115568327,0.14492999999999998,0.09724079396586141
5.0,Sufficiency (M_suff),0.09258,0.016148572692346527,0.03402000000000001,0.005277221491151064
10.0,Sufficiency (M_suff),0.09762,0.01477236759779706,0.033940000000000005,0.005273817929693397
15.0,Sufficiency (M_suff),0.10330999999999999,0.015004321229417727,0.033940000000000005,0.005273817929693397
20.0,Sufficiency (M_suff),0.10887000000000002,0.013822035949084266,0.13308000000000003,0.09933119885849896
25.0,Sufficiency (M_suff),0.11161000000000001,0.014178069528520288,0.04263,0.011027128668273833
30.0,Sufficiency (M_suff),0.11925,0.01374881206989656,0.1343,0.10120170398214097
35.0,Sufficiency (M_suff),0.12807,0.014955408163381345,0.033940000000000005,0.005273817929693397
40.0,Sufficiency (M_suff),0.16996,0.018180253023541777,0.18163,0.0978207272400782
45.0,Sufficiency (M_suff),0.21791999999999997,0.023018856038763816,0.54634,0.1297804806415647
50.0,Sufficiency (M_suff),0.28162,0.02889792303186434,0.26355,0.04900887731376384
55.00000000000001,Sufficiency (M_suff),0.35225,0.04434138586016454,0.27974,0.02866744650102078
60.0,Sufficiency (M_suff),0.5661700000000001,0.11706610767710125,0.28403999999999996,0.0451685711775591
65.0,Sufficiency (M_suff),0.9301599999999999,0.1424679302704842,0.31057000000000007,0.032055039645376614
70.0,Sufficiency (M_suff),1.08445,0.1337391193912819,0.34269999999999995,0.03528397495873854
