Flip Percentage,Metric,Before Mean,Before SE,After Mean,After SE
0.0,Independence (M_ind),0.027299999999999998,0.005638774492545146,0.024810000124853106,0.008325442373058017
5.0,Independence (M_ind),0.04868,0.01006875033623008,0.04868999999016523,0.009911547180702385
10.0,Independence (M_ind),0.10158,0.014228272324261063,0.08341000117361545,0.014526623199758122
15.0,Independence (M_ind),0.15963,0.01377134746897017,0.12304000109434128,0.016300179333454786
20.0,Independence (M_ind),0.20780999999999997,0.015845416091447743,0.1496399983763695,0.016546279723632824
25.0,Independence (M_ind),0.26447,0.017710794260375032,0.19658999964594842,0.017142620907770904
30.0,Independence (M_ind),0.31593,0.016181230896731354,0.2189000017940998,0.02219751798244173
35.0,Independence (M_ind),0.37862,0.017548990474288446,0.2715699955821037,0.023467221768729233
40.0,Independence (M_ind),0.43084,0.015045451139796372,0.28015000075101854,0.014020319298911729
45.0,Independence (M_ind),0.46308,0.012951952233801151,0.2888100042939186,0.02096927684797053
50.0,Independence (M_ind),0.5055000000000001,0.015796996901661756,0.3157099992036819,0.01685536882332374
55.00000000000001,Independence (M_ind),0.55662,0.014255250884420725,0.3514100044965744,0.013139104585367578
60.0,Independence (M_ind),0.6032200000000001,0.011366039083359,0.4075199991464615,0.01416742713116245
65.0,Independence (M_ind),0.6407900000000001,0.01095174719698491,0.4498700052499771,0.016102670811844286
70.0,Independence (M_ind),0.67848,0.010699333312563605,0.5026299983263016,0.013114061739301271
0.0,Separation (M_sep),0.06619,0.008982482334460161,0.07626,0.019742414577080817
5.0,Separation (M_sep),0.14439000000000002,0.017879593892976924,0.11911000000000001,0.012973018581313724
10.0,Separation (M_sep),0.21954,0.02685614434145171,0.19793,0.031224983053104557
15.0,Separation (M_sep),0.26712,0.016479312283385287,0.23015,0.019175072069979003
20.0,Separation (M_sep),0.29681,0.016719014125639507,0.2259,0.017003810030565374
25.0,Separation (M_sep),0.3799,0.03174996412946355,0.30909,0.021367007017570074
30.0,Separation (M_sep),0.4280099999999999,0.033202775821039754,0.3311,0.027845518290900765
35.0,Separation (M_sep),0.53745,0.04008150376974951,0.41067,0.03105697291538032
40.0,Separation (M_sep),0.63133,0.03978435496523727,0.39392,0.02423939768228575
45.0,Separation (M_sep),0.6904800000000001,0.031593201800387376,0.44755,0.022633958017888856
50.0,Separation (M_sep),0.7747999999999999,0.03827236600995554,0.45310000000000006,0.026350416399830278
55.00000000000001,Separation (M_sep),0.87517,0.03320267074264424,0.46069000000000004,0.02725742488040847
60.0,Separation (M_sep),0.9707900000000003,0.029206226314872585,0.5506800000000001,0.033963185297547625
65.0,Separation (M_sep),1.0358399999999999,0.030840767392095375,0.62829,0.043358970493108134
70.0,Separation (M_sep),1.1482400000000001,0.03028697996756289,0.7619199999999999,0.040642158735316535
0.0,Sufficiency (M_suff),0.11451,0.017178943506514013,0.10676999999999999,0.019116990988239872
5.0,Sufficiency (M_suff),0.15581,0.01931952639171054,0.16741,0.020318264634997193
10.0,Sufficiency (M_suff),0.2347,0.02121935175468112,0.24638999999999997,0.017550197529752575
15.0,Sufficiency (M_suff),0.24781,0.010690696370624734,0.26661999999999997,0.02129420787183428
20.0,Sufficiency (M_suff),0.26197,0.01201747847465885,0.26996,0.017777227630376514
25.0,Sufficiency (M_suff),0.32398000000000005,0.019670891071722083,0.32997,0.01660594304592318
30.0,Sufficiency (M_suff),0.36563999999999997,0.02239139318776054,0.36152999999999996,0.024142544512862667
35.0,Sufficiency (M_suff),0.37837,0.02857804149264878,0.39192,0.02875449645997416
40.0,Sufficiency (M_suff),0.37665000000000004,0.0394787235243379,0.42576,0.03374285175328909
45.0,Sufficiency (M_suff),0.43217,0.03367228682462776,0.47535,0.03583687501877236
50.0,Sufficiency (M_suff),0.49208999999999997,0.03384288354538759,0.56226,0.03931334294273806
55.00000000000001,Sufficiency (M_suff),0.56547,0.034040962416215875,0.64866,0.036174859901441064
60.0,Sufficiency (M_suff),0.6659299999999999,0.03740634245092075,0.74013,0.03449708216324647
65.0,Sufficiency (M_suff),0.7367799999999999,0.04054823684343267,0.83248,0.03024842622168778
70.0,Sufficiency (M_suff),0.8786800000000001,0.028387758707662088,0.93582,0.027976632312620393
