Flip Percentage,Metric,Before Mean,Before SE,After Mean,After SE
0.0,Independence (M_ind),0.02145,0.004485786193943909,0.035070000000000004,0.011563948287674068
5.0,Independence (M_ind),0.07671000000000001,0.010941779765853652,0.05643,0.010689995842427212
10.0,Independence (M_ind),0.15261,0.015598393435792602,0.06517999999999999,0.012406582482250657
15.0,Independence (M_ind),0.20910999999999996,0.01844873648187804,0.11338999999999999,0.019068196034234593
20.0,Independence (M_ind),0.26598,0.018048218133039553,0.16395999999999997,0.02018342113936309
25.0,Independence (M_ind),0.33627,0.022449103174366086,0.18845,0.01824226015480416
30.0,Independence (M_ind),0.41799,0.019546226973226544,0.20257,0.014905025625234224
35.0,Independence (M_ind),0.47773000000000004,0.018782799755804956,0.23017000000000004,0.010663739702582973
40.0,Independence (M_ind),0.53542,0.01984398481488366,0.26234999999999997,0.014217346603513767
45.0,Independence (M_ind),0.5623900000000001,0.01244302973109398,0.28842,0.014986940982068353
50.0,Independence (M_ind),0.62185,0.016424921782326872,0.31196999999999997,0.019167919089515748
55.00000000000001,Independence (M_ind),0.6601600000000001,0.014660288006872323,0.34419,0.0134244010832679
60.0,Independence (M_ind),0.71089,0.014632721703239097,0.37997000000000003,0.01988560087656951
65.0,Independence (M_ind),0.7558,0.012998863198158692,0.43811,0.015792518974361104
70.0,Independence (M_ind),0.76613,0.011101281707782911,0.50664,0.01371891800074303
0.0,Separation (M_sep),0.07837999999999999,0.010507994839909067,0.09590000000000001,0.025477410473681274
5.0,Separation (M_sep),0.13808,0.02147909991906861,0.11809,0.011349767006908604
10.0,Separation (M_sep),0.24023,0.023288022911168545,0.17171,0.03215951025746506
15.0,Separation (M_sep),0.31751999999999997,0.026917684397684237,0.21186,0.02283815618165743
20.0,Separation (M_sep),0.36916,0.02586202793457792,0.2577,0.02736887526613641
25.0,Separation (M_sep),0.47539,0.03977214114315585,0.28298,0.020176321655731886
30.0,Separation (M_sep),0.58301,0.04820011860289695,0.28723,0.01743926635816745
35.0,Separation (M_sep),0.6969100000000001,0.042648312328208766,0.33216999999999997,0.018231877150870792
40.0,Separation (M_sep),0.8130299999999998,0.04738429897011127,0.36808,0.02402459295527536
45.0,Separation (M_sep),0.8644599999999999,0.033700709521050476,0.3987,0.01904176695816039
50.0,Separation (M_sep),0.9674699999999999,0.041823454477654565,0.4379200000000001,0.021463528756163714
55.00000000000001,Separation (M_sep),1.053,0.03774807427023412,0.44932999999999995,0.03193960637759262
60.0,Separation (M_sep),1.15774,0.0347790332751725,0.50344,0.036153506668709805
65.0,Separation (M_sep),1.25953,0.03567325811366889,0.58141,0.04140728183410364
70.0,Separation (M_sep),1.2844200000000001,0.0313378819393469,0.72559,0.042463677157987365
0.0,Sufficiency (M_suff),0.12723,0.01779208969052133,0.13414,0.02493046864113602
5.0,Sufficiency (M_suff),0.14032000000000003,0.017313127966950396,0.14861000000000002,0.017146845838877253
10.0,Sufficiency (M_suff),0.2112,0.016204080418901354,0.21522000000000002,0.02455223366168092
15.0,Sufficiency (M_suff),0.23962,0.0121606816329422,0.24859000000000003,0.02423273933247241
20.0,Sufficiency (M_suff),0.27373,0.02046981544724926,0.27616999999999997,0.021096803602020427
25.0,Sufficiency (M_suff),0.2872100000000001,0.019758640585267443,0.31015000000000004,0.02341263785033867
30.0,Sufficiency (M_suff),0.36567000000000005,0.02265177967008823,0.3647,0.028307658955758874
35.0,Sufficiency (M_suff),0.3801,0.03319325567373924,0.40752999999999995,0.028091726935562753
40.0,Sufficiency (M_suff),0.37476000000000004,0.027926264817670597,0.41834000000000005,0.03537630154653127
45.0,Sufficiency (M_suff),0.41772,0.036534248163728356,0.46793000000000007,0.03397752541509362
50.0,Sufficiency (M_suff),0.46448,0.03588701653182604,0.5254300000000001,0.04645208774162422
55.00000000000001,Sufficiency (M_suff),0.51817,0.03965846147629364,0.61172,0.04391891215005723
60.0,Sufficiency (M_suff),0.5891900000000001,0.05321597389673308,0.73415,0.0410106226076448
65.0,Sufficiency (M_suff),0.7052600000000001,0.05785100632947826,0.82904,0.031179185364598603
70.0,Sufficiency (M_suff),0.8324999999999999,0.04342101385785971,0.9222199999999999,0.028552749624355115
